Time_Taken,Sensor 1,Sensor 2,Sensor 3,Sensor 4
1192,1.082999945,1.019000053,0.887000024,0.925000012
1194,1.082999945,1.019000053,0.887000024,0.92900002
1196,1.080000043,1.019000053,0.887000024,0.92900002
1198,1.082999945,1.019000053,0.887000024,0.92900002
1200,1.082999945,1.019000053,0.887000024,0.92900002
1202,1.082999945,1.019000053,0.887000024,0.92900002
1204,1.082999945,1.019000053,0.883000016,0.92900002
1206,1.082999945,1.019000053,0.887000024,0.931999981
1208,1.082999945,1.019000053,0.887000024,0.931999981
1210,1.082999945,1.019000053,0.883000016,0.931999981
1212,1.082999945,1.019000053,0.887000024,0.935000002
1214,1.082999945,1.019000053,0.887000024,0.931999981
1216,1.082999945,1.019000053,0.887000024,0.931999981
1217,1.082999945,1.019000053,0.887000024,0.931999981
1218,1.082999945,1.019000053,0.887000024,0.931999981
1219,1.082999945,1.019000053,0.887000024,0.935000002
1220,1.082999945,1.019000053,0.887000024,0.931999981
1221,1.082999945,1.016000032,0.887000024,0.931999981
1222,1.082999945,1.019000053,0.887000024,0.931999981
1223,1.082999945,1.019000053,0.887000024,0.931999981
1225,1.082999945,1.019000053,0.887000024,0.931999981
1227,1.082999945,1.019000053,0.887000024,0.931999981
1229,1.082999945,1.019000053,0.887000024,0.931999981
1231,1.082999945,1.019000053,0.887000024,0.931999981
1233,1.082999945,1.019000053,0.887000024,0.935000002
1236,1.082999945,1.019000053,0.887000024,0.931999981
1238,1.080000043,1.019000053,0.887000024,0.935000002
1240,1.082999945,1.019000053,0.887000024,0.931999981
1243,1.082999945,1.019000053,0.883000016,0.935000002
1246,1.082999945,1.019000053,0.887000024,0.931999981
1249,1.082999945,1.019000053,0.887000024,0.935000002
1252,1.082999945,1.019000053,0.887000024,0.931999981
1255,1.082999945,1.019000053,0.887000024,0.931999981
1258,1.080000043,1.016000032,0.887000024,0.931999981
1261,1.082999945,1.019000053,0.887000024,0.931999981
1264,1.082999945,1.016000032,0.887000024,0.935000002
1266,1.082999945,1.016000032,0.887000024,0.935000002
1268,1.082999945,1.016000032,0.887000024,0.935000002
1271,1.082999945,1.016000032,0.887000024,0.935000002
1274,1.082999945,1.019000053,0.887000024,0.935000002
1277,1.082999945,1.016000032,0.887000024,0.935000002
1280,1.082999945,1.016000032,0.887000024,0.931999981
1282,1.082999945,1.016000032,0.887000024,0.935000002
1284,1.082999945,1.016000032,0.889999986,0.935000002
1286,1.082999945,1.016000032,0.887000024,0.935000002
1288,1.082999945,1.016000032,0.887000024,0.935000002
1290,1.082999945,1.016000032,0.887000024,0.935000002
1292,1.082999945,1.016000032,0.887000024,0.935000002
1295,1.082999945,1.016000032,0.889999986,0.935000002
1297,1.080000043,1.016000032,0.887000024,0.935000002
1299,1.080000043,1.016000032,0.887000024,0.935000002
1301,1.082999945,1.016000032,0.889999986,0.935000002
1303,1.082999945,1.016000032,0.889999986,0.931999981
1305,1.082999945,1.016000032,0.887000024,0.935000002
1307,1.082999945,1.016000032,0.887000024,0.935000002
1309,1.082999945,1.016000032,0.889999986,0.931999981
1311,1.082999945,1.016000032,0.889999986,0.931999981
1313,1.080000043,1.016000032,0.889999986,0.931999981
1315,1.082999945,1.016000032,0.889999986,0.931999981
1317,1.082999945,1.016000032,0.889999986,0.931999981
1319,1.080000043,1.016000032,0.889999986,0.931999981
1321,1.080000043,1.016000032,0.889999986,0.931999981
1324,1.080000043,1.016000032,0.889999986,0.931999981
1327,1.080000043,1.016000032,0.889999986,0.931999981
1330,1.080000043,1.016000032,0.889999986,0.931999981
1333,1.080000043,1.016000032,0.889999986,0.931999981
1336,1.080000043,1.016000032,0.889999986,0.931999981
1339,1.080000043,1.016000032,0.887000024,0.931999981
1342,1.080000043,1.016000032,0.889999986,0.92900002
1344,1.080000043,1.016000032,0.889999986,0.931999981
1346,1.080000043,1.016000032,0.887000024,0.92900002
1348,1.080000043,1.016000032,0.889999986,0.931999981
1351,1.080000043,1.016000032,0.887000024,0.92900002
1353,1.080000043,1.016000032,0.889999986,0.92900002
1355,1.080000043,1.016000032,0.889999986,0.931999981
1357,1.080000043,1.016000032,0.889999986,0.92900002
1359,1.080000043,1.016000032,0.889999986,0.92900002
1361,1.080000043,1.016000032,0.889999986,0.92900002
1363,1.080000043,1.016000032,0.889999986,0.92900002
1365,1.080000043,1.011999965,0.889999986,0.92900002
1367,1.080000043,1.011999965,0.889999986,0.92900002
1369,1.080000043,1.011999965,0.887000024,0.931999981
1371,1.080000043,1.016000032,0.889999986,0.92900002
1373,1.080000043,1.011999965,0.887000024,0.931999981
1375,1.080000043,1.011999965,0.887000024,0.92900002
1378,1.080000043,1.011999965,0.889999986,0.92900002
1381,1.080000043,1.011999965,0.887000024,0.931999981
1384,1.080000043,1.011999965,0.889999986,0.931999981
1387,1.080000043,1.011999965,0.887000024,0.92900002
1390,1.080000043,1.011999965,0.887000024,0.92900002
1393,1.080000043,1.011999965,0.887000024,0.92900002
1396,1.080000043,1.011999965,0.887000024,0.92900002
1399,1.080000043,1.011999965,0.887000024,0.931999981
1402,1.080000043,1.011999965,0.889999986,0.92900002
1406,1.080000043,1.011999965,0.887000024,0.92900002
1408,1.080000043,1.011999965,0.887000024,0.92900002
1410,1.080000043,1.011999965,0.887000024,0.92900002
1412,1.080000043,1.011999965,0.887000024,0.92900002
1414,1.080000043,1.011999965,0.887000024,0.92900002
1416,1.080000043,1.011999965,0.887000024,0.92900002
1418,1.080000043,1.011999965,0.889999986,0.92900002
1420,1.080000043,1.011999965,0.887000024,0.92900002
1422,1.080000043,1.011999965,0.887000024,0.92900002
1424,1.080000043,1.011999965,0.889999986,0.92900002
1426,1.080000043,1.011999965,0.887000024,0.925000012
1428,1.080000043,1.011999965,0.889999986,0.925000012
1431,1.080000043,1.011999965,0.887000024,0.92900002
1434,1.080000043,1.011999965,0.887000024,0.92900002
1437,1.080000043,1.011999965,0.889999986,0.92900002
1440,1.080000043,1.011999965,0.887000024,0.925000012
1443,1.080000043,1.011999965,0.889999986,0.92900002
1446,1.080000043,1.011999965,0.887000024,0.92900002
1449,1.080000043,1.011999965,0.887000024,0.92900002
1452,1.080000043,1.011999965,0.889999986,0.92900002
1455,1.080000043,1.011999965,0.887000024,0.925000012
1459,1.080000043,1.011999965,0.887000024,0.92900002
1462,1.080000043,1.011999965,0.887000024,0.925000012
1465,1.080000043,1.011999965,0.887000024,0.92900002
1468,1.080000043,1.011999965,0.887000024,0.92900002
1470,1.080000043,1.011999965,0.887000024,0.92900002
1472,1.080000043,1.011999965,0.889999986,0.92900002
1474,1.080000043,1.011999965,0.887000024,0.92900002
1476,1.082999945,1.011999965,0.889999986,0.92900002
1478,1.080000043,1.011999965,0.887000024,0.92900002
1480,1.082999945,1.011999965,0.887000024,0.92900002
1482,1.080000043,1.011999965,0.887000024,0.92900002
1485,1.080000043,1.011999965,0.887000024,0.92900002
1488,1.080000043,1.011999965,0.887000024,0.92900002
1491,1.080000043,1.011999965,0.887000024,0.92900002
1493,1.082999945,1.011999965,0.887000024,0.92900002
1495,1.082999945,1.011999965,0.887000024,0.92900002
1497,1.082999945,1.011999965,0.887000024,0.92900002
1499,1.080000043,1.011999965,0.887000024,0.931999981
1501,1.082999945,1.011999965,0.887000024,0.92900002
1503,1.082999945,1.011999965,0.887000024,0.92900002
1505,1.082999945,1.011999965,0.889999986,0.92900002
1507,1.082999945,1.011999965,0.887000024,0.92900002
1509,1.082999945,1.011999965,0.887000024,0.92900002
1512,1.082999945,1.011999965,0.887000024,0.92900002
1514,1.082999945,1.011999965,0.887000024,0.92900002
1516,1.082999945,1.011999965,0.883000016,0.92900002
1519,1.082999945,1.011999965,0.887000024,0.931999981
1522,1.082999945,1.008999944,0.887000024,0.931999981
1525,1.082999945,1.011999965,0.887000024,0.935000002
1528,1.082999945,1.011999965,0.887000024,0.931999981
1531,1.082999945,1.011999965,0.887000024,0.931999981
1533,1.082999945,1.011999965,0.889999986,0.931999981
1535,1.082999945,1.011999965,0.887000024,0.931999981
1537,1.082999945,1.011999965,0.887000024,0.931999981
1539,1.082999945,1.011999965,0.887000024,0.931999981
1541,1.082999945,1.011999965,0.887000024,0.931999981
1543,1.082999945,1.011999965,0.887000024,0.935000002
1545,1.082999945,1.011999965,0.887000024,0.931999981
1547,1.082999945,1.011999965,0.887000024,0.935000002
1549,1.082999945,1.011999965,0.887000024,0.931999981
1551,1.082999945,1.011999965,0.887000024,0.935000002
1553,1.082999945,1.011999965,0.887000024,0.935000002
1555,1.082999945,1.011999965,0.887000024,0.935000002
1557,1.082999945,1.011999965,0.887000024,0.935000002
1559,1.082999945,1.011999965,0.887000024,0.935000002
1561,1.082999945,1.011999965,0.887000024,0.938000023
1563,1.082999945,1.011999965,0.887000024,0.935000002
1566,1.082999945,1.011999965,0.887000024,0.935000002
1569,1.082999945,1.011999965,0.887000024,0.935000002
1572,1.082999945,1.011999965,0.887000024,0.935000002
1575,1.082999945,1.011999965,0.887000024,0.935000002
1578,1.082999945,1.011999965,0.887000024,0.935000002
1581,1.082999945,1.011999965,0.887000024,0.938000023
1584,1.082999945,1.008999944,0.887000024,0.935000002
1587,1.082999945,1.011999965,0.887000024,0.935000002
1590,1.082999945,1.011999965,0.887000024,0.938000023
1593,1.082999945,1.011999965,0.887000024,0.938000023
1595,1.082999945,1.011999965,0.887000024,0.938000023
1597,1.082999945,1.011999965,0.887000024,0.938000023
1599,1.082999945,1.011999965,0.887000024,0.938000023
1601,1.082999945,1.011999965,0.887000024,0.940999985
1603,1.082999945,1.011999965,0.887000024,0.938000023
1605,1.082999945,1.008999944,0.883000016,0.938000023
1607,1.082999945,1.011999965,0.887000024,0.938000023
1609,1.082999945,1.011999965,0.887000024,0.938000023
1611,1.082999945,1.011999965,0.887000024,0.938000023
1613,1.082999945,1.011999965,0.887000024,0.940999985
1615,1.082999945,1.011999965,0.887000024,0.940999985
1618,1.082999945,1.011999965,0.887000024,0.940999985
1620,1.082999945,1.011999965,0.887000024,0.940999985
1623,1.082999945,1.011999965,0.887000024,0.940999985
1626,1.082999945,1.011999965,0.887000024,0.940999985
1629,1.082999945,1.011999965,0.887000024,0.940999985
1632,1.082999945,1.011999965,0.887000024,0.940999985
1635,1.082999945,1.011999965,0.887000024,0.940999985
1638,1.082999945,1.011999965,0.887000024,0.940999985
1641,1.082999945,1.011999965,0.887000024,0.940999985
1644,1.082999945,1.011999965,0.887000024,0.940999985
1647,1.082999945,1.011999965,0.887000024,0.940999985
1650,1.082999945,1.011999965,0.887000024,0.940999985
1653,1.082999945,1.011999965,0.887000024,0.944999993
1656,1.082999945,1.011999965,0.887000024,0.944999993
1658,1.082999945,1.011999965,0.887000024,0.940999985
1660,1.082999945,1.011999965,0.887000024,0.944999993
1662,1.082999945,1.011999965,0.887000024,0.944999993
1664,1.082999945,1.011999965,0.887000024,0.944999993
1666,1.082999945,1.011999965,0.887000024,0.944999993
1668,1.082999945,1.011999965,0.887000024,0.944999993
1670,1.082999945,1.011999965,0.887000024,0.944999993
1672,1.082999945,1.011999965,0.887000024,0.948000014
1676,1.082999945,1.011999965,0.887000024,0.944999993
1679,1.082999945,1.011999965,0.887000024,0.944999993
1682,1.082999945,1.011999965,0.887000024,0.944999993
1685,1.082999945,1.011999965,0.887000024,0.944999993
1688,1.082999945,1.011999965,0.887000024,0.948000014
1691,1.082999945,1.011999965,0.887000024,0.944999993
1694,1.082999945,1.011999965,0.887000024,0.944999993
1697,1.082999945,1.011999965,0.887000024,0.948000014
1700,1.082999945,1.016000032,0.887000024,0.948000014
1703,1.082999945,1.011999965,0.887000024,0.944999993
1706,1.082999945,1.016000032,0.887000024,0.948000014
1709,1.082999945,1.016000032,0.887000024,0.944999993
1712,1.082999945,1.011999965,0.887000024,0.948000014
1715,1.082999945,1.016000032,0.887000024,0.948000014
1718,1.082999945,1.016000032,0.883000016,0.948000014
1719,1.082999945,1.016000032,0.883000016,0.948000014
1720,1.082999945,1.011999965,0.883000016,0.948000014
1721,1.082999945,1.016000032,0.887000024,0.948000014
1722,1.082999945,1.016000032,0.887000024,0.948000014
1724,1.082999945,1.016000032,0.887000024,0.950999975
1726,1.082999945,1.016000032,0.887000024,0.948000014
1730,1.082999945,1.016000032,0.887000024,0.948000014
1733,1.082999945,1.016000032,0.887000024,0.950999975
1735,1.082999945,1.016000032,0.887000024,0.948000014
1737,1.082999945,1.016000032,0.887000024,0.950999975
1739,1.082999945,1.011999965,0.883000016,0.950999975
1741,1.082999945,1.016000032,0.887000024,0.948000014
1743,1.082999945,1.016000032,0.887000024,0.948000014
1745,1.082999945,1.016000032,0.887000024,0.950999975
1747,1.082999945,1.016000032,0.887000024,0.948000014
1749,1.082999945,1.016000032,0.887000024,0.950999975
1751,1.082999945,1.016000032,0.887000024,0.948000014
1753,1.082999945,1.016000032,0.887000024,0.948000014
1755,1.082999945,1.016000032,0.887000024,0.948000014
1757,1.082999945,1.016000032,0.887000024,0.948000014
1759,1.082999945,1.016000032,0.887000024,0.948000014
1761,1.082999945,1.016000032,0.887000024,0.948000014
1763,1.082999945,1.011999965,0.887000024,0.950999975
1765,1.082999945,1.016000032,0.887000024,0.950999975
1767,1.082999945,1.016000032,0.887000024,0.950999975
1769,1.082999945,1.016000032,0.887000024,0.950999975
1771,1.082999945,1.016000032,0.887000024,0.950999975
1774,1.082999945,1.016000032,0.887000024,0.950999975
1777,1.082999945,1.016000032,0.887000024,0.950999975
1780,1.082999945,1.016000032,0.887000024,0.950999975
1782,1.082999945,1.016000032,0.887000024,0.950999975
1785,1.082999945,1.016000032,0.887000024,0.950999975
1787,1.082999945,1.016000032,0.887000024,0.950999975
1789,1.082999945,1.016000032,0.887000024,0.950999975
1791,1.082999945,1.016000032,0.887000024,0.950999975
1793,1.082999945,1.016000032,0.887000024,0.953999996
1795,1.082999945,1.016000032,0.887000024,0.950999975
1797,1.082999945,1.011999965,0.887000024,0.950999975
1799,1.082999945,1.016000032,0.887000024,0.950999975
1801,1.082999945,1.016000032,0.887000024,0.950999975
1803,1.082999945,1.016000032,0.887000024,0.950999975
1805,1.082999945,1.016000032,0.887000024,0.950999975
1807,1.082999945,1.016000032,0.887000024,0.950999975
1810,1.082999945,1.016000032,0.887000024,0.950999975
1813,1.082999945,1.011999965,0.887000024,0.950999975
1816,1.082999945,1.016000032,0.887000024,0.953999996
1819,1.082999945,1.016000032,0.887000024,0.953999996
1822,1.082999945,1.016000032,0.887000024,0.953999996
1825,1.082999945,1.016000032,0.887000024,0.953999996
1827,1.082999945,1.016000032,0.887000024,0.953999996
1829,1.082999945,1.016000032,0.887000024,0.958000004
1831,1.082999945,1.016000032,0.887000024,0.953999996
1833,1.082999945,1.016000032,0.887000024,0.953999996
1835,1.080000043,1.016000032,0.887000024,0.953999996
1837,1.082999945,1.016000032,0.887000024,0.953999996
1840,1.082999945,1.016000032,0.887000024,0.953999996
1842,1.082999945,1.016000032,0.887000024,0.953999996
1844,1.082999945,1.016000032,0.887000024,0.953999996
1845,1.082999945,1.016000032,0.887000024,0.953999996
1846,1.082999945,1.016000032,0.887000024,0.953999996
1847,1.082999945,1.016000032,0.887000024,0.953999996
1848,1.082999945,1.016000032,0.887000024,0.953999996
1849,1.082999945,1.016000032,0.887000024,0.953999996
1850,1.082999945,1.016000032,0.887000024,0.953999996
1851,1.082999945,1.016000032,0.887000024,0.958000004
1852,1.082999945,1.016000032,0.887000024,0.953999996
1853,1.082999945,1.016000032,0.887000024,0.958000004
1854,1.082999945,1.016000032,0.887000024,0.953999996
1855,1.080000043,1.016000032,0.887000024,0.958000004
1856,1.082999945,1.016000032,0.887000024,0.953999996
1857,1.080000043,1.016000032,0.887000024,0.953999996
1859,1.082999945,1.016000032,0.887000024,0.958000004
1861,1.082999945,1.016000032,0.887000024,0.958000004
1863,1.082999945,1.016000032,0.887000024,0.953999996
1865,1.082999945,1.016000032,0.887000024,0.953999996
1867,1.080000043,1.016000032,0.887000024,0.953999996
1869,1.080000043,1.016000032,0.887000024,0.953999996
1871,1.082999945,1.016000032,0.887000024,0.953999996
1873,1.080000043,1.016000032,0.887000024,0.953999996
1875,1.082999945,1.016000032,0.887000024,0.953999996
1877,1.082999945,1.016000032,0.887000024,0.958000004
1879,1.082999945,1.016000032,0.887000024,0.958000004
1881,1.082999945,1.016000032,0.889999986,0.958000004
1883,1.082999945,1.016000032,0.887000024,0.953999996
1885,1.082999945,1.016000032,0.887000024,0.958000004
1887,1.082999945,1.016000032,0.887000024,0.958000004
1889,1.080000043,1.016000032,0.887000024,0.953999996
1892,1.082999945,1.016000032,0.887000024,0.958000004
1894,1.082999945,1.016000032,0.887000024,0.953999996
1896,1.082999945,1.016000032,0.887000024,0.958000004
1898,1.082999945,1.016000032,0.887000024,0.958000004
1900,1.082999945,1.011999965,0.887000024,0.958000004
1902,1.082999945,1.016000032,0.889999986,0.958000004
1904,1.082999945,1.016000032,0.887000024,0.958000004
1906,1.082999945,1.016000032,0.887000024,0.958000004
1907,1.080000043,1.016000032,0.887000024,0.958000004
1908,1.082999945,1.016000032,0.887000024,0.958000004
1909,1.082999945,1.016000032,0.887000024,0.958000004
1910,1.082999945,1.016000032,0.889999986,0.958000004
1912,1.082999945,1.016000032,0.887000024,0.958000004
1914,1.082999945,1.016000032,0.889999986,0.958000004
1916,1.082999945,1.016000032,0.887000024,0.958000004
1918,1.082999945,1.016000032,0.887000024,0.958000004
1920,1.082999945,1.016000032,0.887000024,0.958000004
1922,1.080000043,1.016000032,0.889999986,0.958000004
1924,1.082999945,1.016000032,0.887000024,0.958000004
1926,1.082999945,1.016000032,0.887000024,0.958000004
1928,1.082999945,1.016000032,0.887000024,0.958000004
1930,1.082999945,1.016000032,0.887000024,0.961000025
1932,1.082999945,1.016000032,0.889999986,0.958000004
1934,1.082999945,1.016000032,0.887000024,0.961000025
1936,1.082999945,1.016000032,0.887000024,0.961000025
1938,1.080000043,1.016000032,0.887000024,0.961000025
1941,1.082999945,1.016000032,0.887000024,0.961000025
1944,1.082999945,1.016000032,0.887000024,0.961000025
1948,1.082999945,1.016000032,0.887000024,0.961000025
1951,1.082999945,1.016000032,0.887000024,0.961000025
1954,1.082999945,1.016000032,0.887000024,0.961000025
1957,1.082999945,1.016000032,0.887000024,0.961000025
1960,1.082999945,1.016000032,0.887000024,0.961000025
1963,1.082999945,1.016000032,0.887000024,0.961000025
1966,1.082999945,1.016000032,0.887000024,0.961000025
1970,1.082999945,1.016000032,0.887000024,0.963999987
1973,1.082999945,1.016000032,0.887000024,0.961000025
1976,1.082999945,1.016000032,0.887000024,0.961000025
1979,1.082999945,1.016000032,0.887000024,0.961000025
1982,1.082999945,1.016000032,0.887000024,0.963999987
1985,1.082999945,1.016000032,0.887000024,0.961000025
1988,1.082999945,1.011999965,0.887000024,0.961000025
1991,1.082999945,1.016000032,0.887000024,0.961000025
1994,1.082999945,1.016000032,0.887000024,0.961000025
1997,1.087000012,1.016000032,0.887000024,0.961000025
2001,1.082999945,1.016000032,0.887000024,0.961000025
2004,1.087000012,1.016000032,0.887000024,0.961000025
2007,1.082999945,1.016000032,0.887000024,0.961000025
2010,1.087000012,1.016000032,0.887000024,0.961000025
2013,1.082999945,1.016000032,0.887000024,0.963999987
2016,1.082999945,1.016000032,0.887000024,0.961000025
2019,1.087000012,1.016000032,0.887000024,0.961000025
2023,1.087000012,1.016000032,0.887000024,0.963999987
2027,1.087000012,1.016000032,0.887000024,0.961000025
2031,1.087000012,1.016000032,0.887000024,0.961000025
2034,1.087000012,1.016000032,0.889999986,0.963999987
2036,1.087000012,1.016000032,0.887000024,0.961000025
2038,1.082999945,1.016000032,0.889999986,0.963999987
2040,1.087000012,1.016000032,0.887000024,0.963999987
2042,1.087000012,1.016000032,0.887000024,0.963999987
2044,1.082999945,1.016000032,0.887000024,0.963999987
2046,1.082999945,1.016000032,0.889999986,0.963999987
2048,1.087000012,1.016000032,0.889999986,0.961000025
2050,1.082999945,1.016000032,0.887000024,0.963999987
2053,1.087000012,1.016000032,0.889999986,0.963999987
2057,1.087000012,1.016000032,0.889999986,0.963999987
2060,1.082999945,1.016000032,0.889999986,0.963999987
2063,1.082999945,1.016000032,0.889999986,0.963999987
2066,1.082999945,1.016000032,0.889999986,0.963999987
2069,1.082999945,1.011999965,0.889999986,0.963999987
2072,1.082999945,1.016000032,0.887000024,0.961000025
2075,1.087000012,1.016000032,0.887000024,0.963999987
2078,1.082999945,1.016000032,0.887000024,0.963999987
2081,1.082999945,1.016000032,0.887000024,0.967000008
2084,1.082999945,1.016000032,0.887000024,0.963999987
2087,1.082999945,1.011999965,0.887000024,0.963999987
2090,1.082999945,1.016000032,0.889999986,0.963999987
2093,1.082999945,1.016000032,0.887000024,0.963999987
2096,1.082999945,1.016000032,0.887000024,0.967000008
2098,1.082999945,1.011999965,0.889999986,0.963999987
2100,1.082999945,1.011999965,0.887000024,0.963999987
2103,1.082999945,1.016000032,0.889999986,0.963999987
2106,1.082999945,1.011999965,0.887000024,0.963999987
2110,1.082999945,1.016000032,0.887000024,0.963999987
2113,1.082999945,1.016000032,0.887000024,0.963999987
2116,1.082999945,1.016000032,0.887000024,0.963999987
2119,1.082999945,1.011999965,0.887000024,0.963999987
2122,1.082999945,1.016000032,0.887000024,0.963999987
2125,1.082999945,1.011999965,0.887000024,0.963999987
2128,1.082999945,1.011999965,0.887000024,0.963999987
2131,1.082999945,1.011999965,0.887000024,0.963999987
2134,1.082999945,1.011999965,0.889999986,0.963999987
2137,1.082999945,1.011999965,0.887000024,0.963999987
2140,1.082999945,1.011999965,0.887000024,0.963999987
2143,1.082999945,1.011999965,0.887000024,0.963999987
2146,1.082999945,1.011999965,0.887000024,0.963999987
2149,1.082999945,1.011999965,0.887000024,0.963999987
2152,1.082999945,1.011999965,0.887000024,0.963999987
2155,1.082999945,1.016000032,0.887000024,0.963999987
2158,1.082999945,1.011999965,0.889999986,0.963999987
2161,1.082999945,1.011999965,0.887000024,0.963999987
2165,1.082999945,1.011999965,0.889999986,0.963999987
2168,1.082999945,1.011999965,0.889999986,0.963999987
2171,1.082999945,1.011999965,0.887000024,0.963999987
2174,1.082999945,1.011999965,0.887000024,0.963999987
2177,1.082999945,1.011999965,0.887000024,0.963999987
2180,1.082999945,1.011999965,0.887000024,0.967000008
2183,1.082999945,1.011999965,0.887000024,0.963999987
2186,1.082999945,1.011999965,0.887000024,0.963999987
2189,1.082999945,1.011999965,0.887000024,0.963999987
2192,1.082999945,1.011999965,0.889999986,0.967000008
2195,1.082999945,1.011999965,0.889999986,0.963999987
2198,1.082999945,1.011999965,0.889999986,0.963999987
2201,1.082999945,1.011999965,0.889999986,0.963999987
2204,1.082999945,1.011999965,0.887000024,0.963999987
2207,1.082999945,1.011999965,0.889999986,0.963999987
2210,1.082999945,1.011999965,0.887000024,0.967000008
2214,1.082999945,1.011999965,0.887000024,0.963999987
2217,1.082999945,1.011999965,0.887000024,0.963999987
2222,1.082999945,1.011999965,0.887000024,0.963999987
2224,1.082999945,1.011999965,0.887000024,0.963999987
2226,1.082999945,1.011999965,0.887000024,0.967000008
2228,1.082999945,1.011999965,0.889999986,0.963999987
2230,1.082999945,1.011999965,0.887000024,0.963999987
2232,1.082999945,1.011999965,0.887000024,0.963999987
2234,1.082999945,1.011999965,0.887000024,0.963999987
2236,1.082999945,1.011999965,0.889999986,0.963999987
2238,1.082999945,1.011999965,0.887000024,0.963999987
2240,1.082999945,1.011999965,0.887000024,0.963999987
2242,1.082999945,1.011999965,0.887000024,0.963999987
2244,1.082999945,1.011999965,0.889999986,0.963999987
2246,1.082999945,1.011999965,0.889999986,0.963999987
2248,1.082999945,1.011999965,0.889999986,0.963999987
2250,1.082999945,1.011999965,0.887000024,0.963999987
2252,1.082999945,1.011999965,0.889999986,0.963999987
2254,1.082999945,1.011999965,0.889999986,0.963999987
2256,1.082999945,1.011999965,0.887000024,0.963999987
2258,1.082999945,1.011999965,0.889999986,0.963999987
2260,1.082999945,1.011999965,0.889999986,0.963999987
2262,1.082999945,1.011999965,0.889999986,0.963999987
2264,1.082999945,1.011999965,0.889999986,0.961000025
2267,1.082999945,1.011999965,0.889999986,0.967000008
2270,1.082999945,1.011999965,0.887000024,0.963999987
2274,1.082999945,1.011999965,0.887000024,0.963999987
2277,1.082999945,1.011999965,0.887000024,0.963999987
2280,1.082999945,1.011999965,0.887000024,0.967000008
2283,1.082999945,1.011999965,0.887000024,0.963999987
2285,1.082999945,1.011999965,0.887000024,0.963999987
2287,1.082999945,1.011999965,0.887000024,0.963999987
2289,1.082999945,1.011999965,0.887000024,0.963999987
2291,1.082999945,1.008999944,0.887000024,0.963999987
2293,1.082999945,1.008999944,0.887000024,0.963999987
2295,1.082999945,1.011999965,0.887000024,0.963999987
2297,1.082999945,1.011999965,0.887000024,0.963999987
2299,1.082999945,1.011999965,0.887000024,0.963999987
2301,1.082999945,1.011999965,0.887000024,0.963999987
2303,1.082999945,1.011999965,0.887000024,0.963999987
2306,1.082999945,1.011999965,0.889999986,0.963999987
2309,1.082999945,1.011999965,0.887000024,0.963999987
2312,1.082999945,1.008999944,0.887000024,0.967000008
2315,1.082999945,1.011999965,0.887000024,0.967000008
2318,1.082999945,1.011999965,0.887000024,0.963999987
2321,1.082999945,1.011999965,0.887000024,0.963999987
2324,1.082999945,1.008999944,0.887000024,0.963999987
2328,1.082999945,1.011999965,0.887000024,0.963999987
2331,1.082999945,1.011999965,0.887000024,0.963999987
2334,1.082999945,1.011999965,0.887000024,0.963999987
2337,1.082999945,1.008999944,0.887000024,0.963999987
2340,1.087000012,1.011999965,0.887000024,0.967000008
2343,1.082999945,1.011999965,0.887000024,0.967000008
2345,1.082999945,1.011999965,0.887000024,0.967000008
2347,1.082999945,1.011999965,0.887000024,0.967000008
2350,1.082999945,1.011999965,0.887000024,0.967000008
2353,1.082999945,1.011999965,0.889999986,0.967000008
2356,1.082999945,1.011999965,0.887000024,0.967000008
2359,1.082999945,1.011999965,0.887000024,0.967000008
2361,1.087000012,1.011999965,0.887000024,0.967000008
2363,1.082999945,1.011999965,0.887000024,0.967000008
2365,1.082999945,1.011999965,0.887000024,0.967000008
2367,1.082999945,1.011999965,0.889999986,0.967000008
2369,1.082999945,1.008999944,0.889999986,0.967000008
2371,1.082999945,1.008999944,0.889999986,0.967000008
2373,1.082999945,1.011999965,0.887000024,0.967000008
2375,1.082999945,1.011999965,0.889999986,0.970000029
2377,1.082999945,1.011999965,0.887000024,0.970000029
2379,1.082999945,1.011999965,0.889999986,0.967000008
2381,1.082999945,1.008999944,0.887000024,0.970000029
2384,1.082999945,1.008999944,0.889999986,0.970000029
2386,1.082999945,1.011999965,0.889999986,0.967000008
2388,1.082999945,1.011999965,0.889999986,0.967000008
2390,1.082999945,1.011999965,0.889999986,0.970000029
2392,1.082999945,1.011999965,0.887000024,0.970000029
2394,1.087000012,1.011999965,0.889999986,0.970000029
2396,1.082999945,1.011999965,0.889999986,0.970000029
2398,1.082999945,1.011999965,0.889999986,0.970000029
2400,1.087000012,1.008999944,0.889999986,0.970000029
2402,1.082999945,1.008999944,0.889999986,0.970000029
2405,1.082999945,1.008999944,0.889999986,0.970000029
2407,1.082999945,1.008999944,0.889999986,0.970000029
2409,1.082999945,1.008999944,0.889999986,0.970000029
2411,1.087000012,1.008999944,0.889999986,0.970000029
2413,1.082999945,1.008999944,0.889999986,0.970000029
2415,1.087000012,1.008999944,0.889999986,0.970000029
2417,1.082999945,1.008999944,0.889999986,0.970000029
2419,1.087000012,1.008999944,0.889999986,0.970000029
2421,1.082999945,1.011999965,0.889999986,0.973999977
2423,1.082999945,1.008999944,0.889999986,0.970000029
2425,1.082999945,1.008999944,0.889999986,0.973999977
2427,1.087000012,1.008999944,0.889999986,0.970000029
2429,1.087000012,1.008999944,0.889999986,0.973999977
