Time_Taken,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5
137,1.105999947,0.386999995,0.476999998,0.474000007,0.435000002
140,1.111999989,0.386999995,0.476999998,0.474000007,0.432000011
143,1.118999958,0.386999995,0.476999998,0.474000007,0.435000002
146,1.121999979,0.386999995,0.474000007,0.476999998,0.435000002
149,1.125,0.386999995,0.476999998,0.476999998,0.435000002
152,1.128999949,0.386999995,0.476999998,0.476999998,0.435000002
155,1.131999969,0.386999995,0.476999998,0.476999998,0.437999994
158,1.131999969,0.386999995,0.476999998,0.476999998,0.437999994
161,1.131999969,0.386999995,0.476999998,0.476999998,0.437999994
163,1.131999969,0.389999986,0.476999998,0.476999998,0.435000002
165,1.131999969,0.386999995,0.476999998,0.476999998,0.435000002
167,1.131999969,0.389999986,0.476999998,0.476999998,0.435000002
169,1.131999969,0.389999986,0.476999998,0.476999998,0.435000002
171,1.128999949,0.386999995,0.479999989,0.476999998,0.437999994
173,1.128999949,0.389999986,0.476999998,0.476999998,0.435000002
175,1.128999949,0.389999986,0.479999989,0.479999989,0.435000002
177,1.128999949,0.389999986,0.479999989,0.476999998,0.437999994
179,1.125,0.389999986,0.479999989,0.476999998,0.437999994
181,1.125,0.389999986,0.479999989,0.476999998,0.437999994
183,1.121999979,0.389999986,0.479999989,0.479999989,0.437999994
185,1.121999979,0.389999986,0.479999989,0.476999998,0.437999994
187,1.121999979,0.389999986,0.479999989,0.479999989,0.437999994
189,1.118999958,0.389999986,0.476999998,0.479999989,0.437999994
191,1.118999958,0.389999986,0.479999989,0.479999989,0.437999994
193,1.116000056,0.389999986,0.479999989,0.479999989,0.437999994
195,1.116000056,0.393000007,0.479999989,0.48300001,0.437999994
197,1.111999989,0.393000007,0.479999989,0.479999989,0.437999994
199,1.111999989,0.393000007,0.479999989,0.48300001,0.437999994
201,1.108999968,0.393000007,0.479999989,0.486999989,0.437999994
203,1.108999968,0.393000007,0.479999989,0.486999989,0.437999994
205,1.105999947,0.393000007,0.479999989,0.48300001,0.437999994
207,1.105999947,0.389999986,0.479999989,0.48300001,0.437999994
210,1.103000045,0.393000007,0.479999989,0.48300001,0.437999994
212,1.103000045,0.393000007,0.479999989,0.48300001,0.437999994
214,1.100000024,0.393000007,0.48300001,0.48300001,0.437999994
216,1.095999956,0.393000007,0.479999989,0.48300001,0.437999994
218,1.095999956,0.393000007,0.48300001,0.479999989,0.437999994
220,1.095999956,0.393000007,0.48300001,0.48300001,0.437999994
222,1.093000054,0.393000007,0.48300001,0.48300001,0.441000015
224,1.090000033,0.393000007,0.48300001,0.48300001,0.441000015
226,1.090000033,0.393000007,0.48300001,0.48300001,0.441000015
228,1.087000012,0.393000007,0.48300001,0.48300001,0.441000015
230,1.087000012,0.393000007,0.48300001,0.486999989,0.441000015
232,1.082999945,0.393000007,0.48300001,0.486999989,0.441000015
234,1.080000043,0.393000007,0.48300001,0.49000001,0.441000015
237,1.080000043,0.395999998,0.48300001,0.48300001,0.441000015
240,1.077000022,0.395999998,0.48300001,0.486999989,0.441000015
243,1.074000001,0.395999998,0.48300001,0.486999989,0.441000015
246,1.070000052,0.395999998,0.48300001,0.49000001,0.441000015
249,1.070000052,0.393000007,0.48300001,0.486999989,0.441000015
252,1.067000031,0.395999998,0.48300001,0.486999989,0.441000015
254,1.06400001,0.395999998,0.48300001,0.486999989,0.441000015
256,1.06400001,0.395999998,0.48300001,0.486999989,0.441000015
258,1.06099999,0.395999998,0.486999989,0.49000001,0.441000015
260,1.06099999,0.395999998,0.48300001,0.486999989,0.441000015
262,1.057999969,0.395999998,0.48300001,0.486999989,0.441000015
264,1.057999969,0.395999998,0.486999989,0.49000001,0.441000015
266,1.05400002,0.400000006,0.486999989,0.49000001,0.441000015
268,1.05400002,0.400000006,0.486999989,0.49000001,0.441000015
270,1.050999999,0.400000006,0.486999989,0.49000001,0.444999993
272,1.050999999,0.400000006,0.486999989,0.49000001,0.444999993
274,1.047999978,0.400000006,0.486999989,0.49000001,0.444999993
276,1.047999978,0.400000006,0.486999989,0.49000001,0.441000015
278,1.044999957,0.400000006,0.486999989,0.49000001,0.444999993
280,1.044999957,0.400000006,0.48300001,0.49000001,0.444999993
282,1.041000009,0.400000006,0.486999989,0.49000001,0.444999993
284,1.041000009,0.400000006,0.486999989,0.49000001,0.441000015
286,1.037999988,0.400000006,0.486999989,0.49000001,0.444999993
288,1.037999988,0.400000006,0.486999989,0.49000001,0.444999993
290,1.037999988,0.400000006,0.486999989,0.49000001,0.444999993
292,1.034999967,0.400000006,0.486999989,0.49000001,0.444999993
294,1.034999967,0.400000006,0.486999989,0.49000001,0.444999993
296,1.031999946,0.400000006,0.49000001,0.493000001,0.444999993
298,1.031999946,0.400000006,0.486999989,0.493000001,0.448000014
300,1.031999946,0.400000006,0.486999989,0.493000001,0.444999993
302,1.029000044,0.400000006,0.49000001,0.493000001,0.444999993
304,1.029000044,0.400000006,0.486999989,0.493000001,0.444999993
306,1.024999976,0.402999997,0.49000001,0.493000001,0.448000014
308,1.024999976,0.402999997,0.49000001,0.493000001,0.444999993
310,1.021999955,0.402999997,0.49000001,0.493000001,0.444999993
312,1.021999955,0.402999997,0.49000001,0.493000001,0.448000014
314,1.021999955,0.402999997,0.49000001,0.495999992,0.448000014
316,1.019000053,0.402999997,0.49000001,0.493000001,0.448000014
318,1.019000053,0.402999997,0.49000001,0.493000001,0.448000014
320,1.019000053,0.402999997,0.49000001,0.495999992,0.448000014
322,1.019000053,0.402999997,0.49000001,0.493000001,0.448000014
324,1.016000032,0.402999997,0.49000001,0.495999992,0.448000014
326,1.016000032,0.402999997,0.49000001,0.495999992,0.448000014
328,1.011999965,0.402999997,0.49000001,0.495999992,0.448000014
330,1.011999965,0.402999997,0.49000001,0.495999992,0.448000014
332,1.011999965,0.402999997,0.49000001,0.493000001,0.448000014
334,1.011999965,0.402999997,0.49000001,0.495999992,0.448000014
336,1.008999944,0.402999997,0.49000001,0.495999992,0.448000014
338,1.008999944,0.402999997,0.49000001,0.495999992,0.448000014
340,1.008999944,0.402999997,0.49000001,0.495999992,0.448000014
342,1.006000042,0.402999997,0.49000001,0.495999992,0.448000014
344,1.006000042,0.402999997,0.49000001,0.495999992,0.448000014
346,1.006000042,0.405999988,0.49000001,0.495999992,0.448000014
348,1.006000042,0.405999988,0.49000001,0.495999992,0.448000014
350,1.006000042,0.402999997,0.49000001,0.495999992,0.448000014
352,1.003000021,0.405999988,0.493000001,0.495999992,0.448000014
354,1.003000021,0.405999988,0.493000001,0.495999992,0.451000005
356,1.003000021,0.405999988,0.493000001,0.495999992,0.448000014
358,1.003000021,0.405999988,0.493000001,0.495999992,0.451000005
360,1,0.405999988,0.49000001,0.495999992,0.451000005
362,1,0.405999988,0.493000001,0.503000021,0.448000014
364,1,0.405999988,0.49000001,0.495999992,0.451000005
366,1,0.405999988,0.493000001,0.5,0.451000005
368,1,0.405999988,0.493000001,0.495999992,0.451000005
370,0.995999992,0.405999988,0.493000001,0.5,0.451000005
372,0.995999992,0.405999988,0.493000001,0.5,0.451000005
374,0.995999992,0.405999988,0.493000001,0.5,0.451000005
377,0.995999992,0.405999988,0.493000001,0.5,0.451000005
379,0.992999971,0.405999988,0.493000001,0.5,0.448000014
381,0.992999971,0.405999988,0.493000001,0.5,0.451000005
383,0.992999971,0.405999988,0.493000001,0.5,0.453999996
385,0.992999971,0.405999988,0.493000001,0.5,0.451000005
387,0.992999971,0.409000009,0.493000001,0.5,0.453999996
389,0.99000001,0.409000009,0.493000001,0.503000021,0.451000005
391,0.99000001,0.409000009,0.493000001,0.5,0.451000005
393,0.99000001,0.409000009,0.495999992,0.503000021,0.453999996
395,0.99000001,0.409000009,0.493000001,0.503000021,0.451000005
397,0.99000001,0.409000009,0.495999992,0.505999982,0.453999996
399,0.99000001,0.409000009,0.495999992,0.503000021,0.451000005
401,0.986999989,0.409000009,0.495999992,0.503000021,0.451000005
403,0.986999989,0.409000009,0.495999992,0.503000021,0.451000005
405,0.986999989,0.409000009,0.495999992,0.503000021,0.453999996
406,0.986999989,0.409000009,0.493000001,0.503000021,0.451000005
407,0.986999989,0.409000009,0.495999992,0.503000021,0.453999996
409,0.986999989,0.412,0.495999992,0.503000021,0.451000005
410,0.986999989,0.409000009,0.495999992,0.503000021,0.451000005
411,0.986999989,0.409000009,0.493000001,0.503000021,0.453999996
412,0.986999989,0.409000009,0.495999992,0.503000021,0.451000005
413,0.986999989,0.409000009,0.495999992,0.505999982,0.451000005
414,0.98299998,0.409000009,0.495999992,0.503000021,0.453999996
415,0.986999989,0.409000009,0.495999992,0.505999982,0.451000005
416,0.98299998,0.409000009,0.495999992,0.505999982,0.451000005
417,0.98299998,0.409000009,0.495999992,0.503000021,0.453999996
418,0.986999989,0.412,0.495999992,0.503000021,0.453999996
419,0.98299998,0.412,0.495999992,0.503000021,0.453999996
421,0.98299998,0.409000009,0.495999992,0.505999982,0.451000005
423,0.98299998,0.412,0.493000001,0.503000021,0.451000005
425,0.98299998,0.412,0.495999992,0.503000021,0.453999996
427,0.98299998,0.412,0.493000001,0.503000021,0.453999996
429,0.98299998,0.412,0.495999992,0.503000021,0.453999996
431,0.98299998,0.412,0.495999992,0.503000021,0.453999996
433,0.980000019,0.412,0.495999992,0.505999982,0.453999996
435,0.980000019,0.412,0.495999992,0.503000021,0.453999996
437,0.980000019,0.412,0.495999992,0.503000021,0.453999996
439,0.980000019,0.412,0.495999992,0.503000021,0.453999996
441,0.980000019,0.412,0.495999992,0.505999982,0.453999996
443,0.980000019,0.412,0.495999992,0.503000021,0.453999996
445,0.980000019,0.412,0.495999992,0.505999982,0.453999996
447,0.980000019,0.412,0.495999992,0.505999982,0.453999996
449,0.980000019,0.412,0.495999992,0.505999982,0.453999996
451,0.980000019,0.412,0.495999992,0.505999982,0.453999996
453,0.980000019,0.412,0.495999992,0.505999982,0.453999996
455,0.980000019,0.412,0.5,0.505999982,0.453999996
457,0.980000019,0.412,0.5,0.505999982,0.453999996
459,0.980000019,0.412,0.495999992,0.505999982,0.453999996
461,0.976999998,0.412,0.5,0.505999982,0.453999996
463,0.976999998,0.412,0.5,0.505999982,0.453999996
465,0.980000019,0.412,0.5,0.509000003,0.458000004
467,0.976999998,0.416000009,0.5,0.505999982,0.453999996
469,0.976999998,0.412,0.5,0.505999982,0.453999996
471,0.976999998,0.412,0.5,0.505999982,0.453999996
473,0.976999998,0.416000009,0.5,0.509000003,0.453999996
475,0.976999998,0.412,0.5,0.509000003,0.453999996
477,0.976999998,0.416000009,0.5,0.509000003,0.458000004
479,0.976999998,0.416000009,0.5,0.509000003,0.458000004
481,0.976999998,0.416000009,0.5,0.509000003,0.458000004
483,0.976999998,0.416000009,0.5,0.509000003,0.453999996
485,0.976999998,0.416000009,0.5,0.509000003,0.458000004
487,0.976999998,0.416000009,0.5,0.509000003,0.458000004
489,0.976999998,0.416000009,0.5,0.509000003,0.458000004
491,0.976999998,0.416000009,0.5,0.509000003,0.458000004
493,0.976999998,0.416000009,0.5,0.509000003,0.458000004
495,0.976999998,0.416000009,0.5,0.512000024,0.458000004
497,0.973999977,0.416000009,0.5,0.505999982,0.458000004
499,0.976999998,0.416000009,0.5,0.509000003,0.458000004
501,0.976999998,0.416000009,0.5,0.509000003,0.458000004
503,0.976999998,0.416000009,0.503000021,0.509000003,0.458000004
505,0.976999998,0.416000009,0.503000021,0.509000003,0.458000004
507,0.976999998,0.416000009,0.5,0.509000003,0.458000004
509,0.976999998,0.416000009,0.503000021,0.509000003,0.458000004
511,0.976999998,0.419,0.503000021,0.509000003,0.458000004
513,0.976999998,0.419,0.503000021,0.509000003,0.458000004
515,0.976999998,0.419,0.503000021,0.509000003,0.458000004
517,0.976999998,0.416000009,0.503000021,0.512000024,0.458000004
519,0.976999998,0.419,0.503000021,0.509000003,0.458000004
521,0.976999998,0.419,0.5,0.512000024,0.458000004
523,0.976999998,0.419,0.503000021,0.512000024,0.458000004
525,0.976999998,0.419,0.503000021,0.509000003,0.458000004
527,0.976999998,0.419,0.503000021,0.512000024,0.458000004
529,0.976999998,0.419,0.503000021,0.512000024,0.458000004
531,0.976999998,0.419,0.503000021,0.512000024,0.458000004
533,0.976999998,0.419,0.503000021,0.512000024,0.458000004
536,0.976999998,0.419,0.503000021,0.512000024,0.458000004
538,0.976999998,0.419,0.503000021,0.512000024,0.458000004
540,0.976999998,0.419,0.503000021,0.512000024,0.458000004
542,0.976999998,0.419,0.503000021,0.512000024,0.458000004
544,0.976999998,0.419,0.503000021,0.515999973,0.460999995
546,0.976999998,0.419,0.503000021,0.515999973,0.458000004
548,0.976999998,0.419,0.503000021,0.515999973,0.460999995
550,0.976999998,0.419,0.503000021,0.515999973,0.460999995
552,0.976999998,0.419,0.503000021,0.512000024,0.460999995
554,0.976999998,0.419,0.503000021,0.512000024,0.460999995
556,0.976999998,0.419,0.503000021,0.512000024,0.460999995
558,0.976999998,0.421999991,0.503000021,0.512000024,0.460999995
560,0.980000019,0.421999991,0.503000021,0.512000024,0.460999995
562,0.976999998,0.421999991,0.503000021,0.515999973,0.460999995
564,0.976999998,0.421999991,0.503000021,0.515999973,0.460999995
566,0.976999998,0.421999991,0.503000021,0.515999973,0.460999995
568,0.976999998,0.421999991,0.505999982,0.515999973,0.460999995
570,0.976999998,0.421999991,0.503000021,0.515999973,0.460999995
572,0.980000019,0.421999991,0.503000021,0.518999994,0.460999995
574,0.980000019,0.421999991,0.503000021,0.515999973,0.460999995
576,0.976999998,0.421999991,0.505999982,0.512000024,0.463999987
579,0.976999998,0.421999991,0.505999982,0.515999973,0.460999995
582,0.980000019,0.421999991,0.505999982,0.515999973,0.460999995
585,0.980000019,0.421999991,0.505999982,0.515999973,0.460999995
588,0.980000019,0.425000012,0.505999982,0.515999973,0.460999995
591,0.980000019,0.425000012,0.505999982,0.515999973,0.460999995
594,0.980000019,0.425000012,0.505999982,0.515999973,0.460999995
597,0.980000019,0.425000012,0.505999982,0.518999994,0.460999995
600,0.980000019,0.425000012,0.505999982,0.515999973,0.460999995
603,0.976999998,0.425000012,0.503000021,0.515999973,0.463999987
606,0.980000019,0.425000012,0.505999982,0.515999973,0.463999987
609,0.980000019,0.42899999,0.505999982,0.515999973,0.460999995
612,0.980000019,0.425000012,0.505999982,0.518999994,0.463999987
615,0.980000019,0.42899999,0.505999982,0.518999994,0.463999987
618,0.980000019,0.42899999,0.505999982,0.518999994,0.463999987
621,0.980000019,0.42899999,0.505999982,0.522000015,0.463999987
624,0.980000019,0.432000011,0.505999982,0.518999994,0.463999987
627,0.98299998,0.432000011,0.505999982,0.518999994,0.463999987
630,0.980000019,0.432000011,0.505999982,0.518999994,0.463999987
633,0.980000019,0.432000011,0.509000003,0.518999994,0.463999987
636,0.980000019,0.435000002,0.509000003,0.518999994,0.463999987
639,0.980000019,0.435000002,0.509000003,0.518999994,0.463999987
642,0.980000019,0.435000002,0.509000003,0.522000015,0.463999987
645,0.98299998,0.437999994,0.509000003,0.522000015,0.463999987
648,0.98299998,0.435000002,0.509000003,0.518999994,0.463999987
651,0.980000019,0.437999994,0.509000003,0.522000015,0.463999987
654,0.980000019,0.441000015,0.509000003,0.522000015,0.463999987
657,0.98299998,0.444999993,0.509000003,0.522000015,0.463999987
660,0.98299998,0.444999993,0.509000003,0.522000015,0.463999987
663,0.98299998,0.444999993,0.509000003,0.522000015,0.463999987
666,0.98299998,0.451000005,0.509000003,0.522000015,0.467000008
669,0.98299998,0.451000005,0.509000003,0.522000015,0.463999987
672,0.980000019,0.451000005,0.509000003,0.524999976,0.463999987
675,0.98299998,0.453999996,0.509000003,0.522000015,0.467000008
678,0.98299998,0.458000004,0.509000003,0.518999994,0.467000008
681,0.98299998,0.460999995,0.509000003,0.522000015,0.463999987
684,0.98299998,0.460999995,0.509000003,0.522000015,0.463999987
687,0.98299998,0.467000008,0.509000003,0.522000015,0.467000008
690,0.98299998,0.467000008,0.509000003,0.522000015,0.463999987
693,0.98299998,0.469999999,0.509000003,0.522000015,0.467000008
696,0.98299998,0.474000007,0.509000003,0.528999984,0.467000008
699,0.98299998,0.479999989,0.509000003,0.524999976,0.467000008
702,0.98299998,0.479999989,0.509000003,0.524999976,0.467000008
706,0.98299998,0.486999989,0.509000003,0.522000015,0.467000008
709,0.98299998,0.493000001,0.509000003,0.524999976,0.467000008
712,0.98299998,0.495999992,0.509000003,0.528999984,0.467000008
715,0.98299998,0.5,0.512000024,0.524999976,0.467000008
718,0.98299998,0.505999982,0.512000024,0.528999984,0.467000008
721,0.98299998,0.512000024,0.509000003,0.524999976,0.467000008
724,0.98299998,0.518999994,0.512000024,0.528999984,0.467000008
727,0.98299998,0.522000015,0.512000024,0.524999976,0.467000008
730,0.98299998,0.528999984,0.512000024,0.528999984,0.467000008
733,0.98299998,0.535000026,0.509000003,0.528999984,0.467000008
735,0.98299998,0.541000009,0.512000024,0.524999976,0.467000008
737,0.98299998,0.545000017,0.512000024,0.528999984,0.467000008
739,0.98299998,0.547999978,0.512000024,0.528999984,0.467000008
741,0.98299998,0.550999999,0.512000024,0.528999984,0.467000008
743,0.98299998,0.55400002,0.512000024,0.528999984,0.467000008
745,0.98299998,0.56099999,0.512000024,0.524999976,0.467000008
747,0.98299998,0.56400001,0.512000024,0.528999984,0.467000008
749,0.98299998,0.569999993,0.512000024,0.528999984,0.467000008
751,0.98299998,0.574000001,0.512000024,0.528999984,0.467000008
753,0.98299998,0.579999983,0.512000024,0.528999984,0.469999999
755,0.98299998,0.583000004,0.512000024,0.528999984,0.467000008
757,0.98299998,0.589999974,0.512000024,0.528999984,0.469999999
759,0.98299998,0.592999995,0.512000024,0.528999984,0.469999999
761,0.98299998,0.596000016,0.512000024,0.528999984,0.467000008
763,0.98299998,0.606000006,0.512000024,0.528999984,0.467000008
765,0.98299998,0.609000027,0.512000024,0.528999984,0.469999999
767,0.986999989,0.611999989,0.512000024,0.532000005,0.469999999
769,0.98299998,0.619000018,0.515999973,0.528999984,0.467000008
771,0.986999989,0.625,0.512000024,0.528999984,0.469999999
773,0.98299998,0.632000029,0.512000024,0.528999984,0.469999999
775,0.98299998,0.63499999,0.512000024,0.528999984,0.469999999
777,0.986999989,0.640999973,0.512000024,0.528999984,0.469999999
779,0.986999989,0.648000002,0.512000024,0.528999984,0.469999999
781,0.98299998,0.651000023,0.515999973,0.532000005,0.469999999
783,0.986999989,0.657999992,0.515999973,0.532000005,0.467000008
785,0.986999989,0.663999975,0.515999973,0.528999984,0.469999999
787,0.986999989,0.670000017,0.515999973,0.528999984,0.469999999
789,0.986999989,0.676999986,0.515999973,0.528999984,0.469999999
791,0.986999989,0.683000028,0.515999973,0.528999984,0.469999999
793,0.986999989,0.689999998,0.515999973,0.528999984,0.467000008
795,0.986999989,0.69599998,0.515999973,0.528999984,0.469999999
797,0.986999989,0.699999988,0.515999973,0.528999984,0.467000008
799,0.986999989,0.70599997,0.515999973,0.528999984,0.469999999
801,0.986999989,0.712000012,0.515999973,0.528999984,0.469999999
803,0.986999989,0.716000021,0.512000024,0.528999984,0.469999999
805,0.986999989,0.722000003,0.515999973,0.528999984,0.469999999
807,0.986999989,0.728999972,0.515999973,0.532000005,0.469999999
809,0.986999989,0.735000014,0.515999973,0.532000005,0.469999999
811,0.986999989,0.737999976,0.515999973,0.528999984,0.469999999
813,0.98299998,0.745000005,0.515999973,0.528999984,0.469999999
815,0.986999989,0.748000026,0.515999973,0.528999984,0.469999999
817,0.986999989,0.754000008,0.515999973,0.528999984,0.474000007
819,0.986999989,0.758000016,0.515999973,0.528999984,0.469999999
821,0.986999989,0.763999999,0.515999973,0.535000026,0.474000007
823,0.986999989,0.76700002,0.515999973,0.532000005,0.469999999
825,0.986999989,0.769999981,0.515999973,0.532000005,0.469999999
827,0.986999989,0.773999989,0.515999973,0.532000005,0.469999999
829,0.986999989,0.779999971,0.515999973,0.532000005,0.469999999
831,0.986999989,0.787,0.515999973,0.532000005,0.469999999
833,0.986999989,0.790000021,0.512000024,0.532000005,0.469999999
835,0.986999989,0.792999983,0.515999973,0.535000026,0.469999999
837,0.986999989,0.800000012,0.515999973,0.532000005,0.469999999
839,0.986999989,0.802999973,0.515999973,0.532000005,0.469999999
841,0.986999989,0.809000015,0.515999973,0.532000005,0.469999999
843,0.986999989,0.811999977,0.515999973,0.535000026,0.474000007
845,0.986999989,0.815999985,0.515999973,0.532000005,0.469999999
847,0.986999989,0.819000006,0.515999973,0.535000026,0.469999999
849,0.986999989,0.824999988,0.515999973,0.535000026,0.474000007
851,0.986999989,0.828999996,0.515999973,0.532000005,0.474000007
853,0.986999989,0.834999979,0.515999973,0.532000005,0.469999999
855,0.986999989,0.838,0.515999973,0.532000005,0.474000007
858,0.986999989,0.841000021,0.515999973,0.532000005,0.476999998
860,0.986999989,0.845000029,0.515999973,0.537999988,0.474000007
862,0.986999989,0.851000011,0.515999973,0.535000026,0.474000007
864,0.986999989,0.853999972,0.515999973,0.532000005,0.474000007
867,0.986999989,0.861000001,0.515999973,0.535000026,0.469999999
870,0.986999989,0.866999984,0.515999973,0.537999988,0.469999999
873,0.986999989,0.874000013,0.518999994,0.535000026,0.474000007
876,0.986999989,0.876999974,0.515999973,0.535000026,0.474000007
879,0.986999989,0.883000016,0.518999994,0.535000026,0.474000007
882,0.986999989,0.889999986,0.518999994,0.537999988,0.474000007
885,0.986999989,0.893000007,0.518999994,0.535000026,0.474000007
888,0.986999989,0.899999976,0.518999994,0.535000026,0.474000007
891,0.986999989,0.902999997,0.518999994,0.541000009,0.474000007
894,0.986999989,0.908999979,0.518999994,0.535000026,0.474000007
897,0.986999989,0.912,0.515999973,0.535000026,0.474000007
900,0.986999989,0.91900003,0.518999994,0.535000026,0.474000007
903,0.986999989,0.921999991,0.518999994,0.537999988,0.474000007
906,0.986999989,0.921999991,0.518999994,0.535000026,0.474000007
909,0.986999989,0.92900002,0.518999994,0.535000026,0.474000007
912,0.986999989,0.935000002,0.518999994,0.535000026,0.474000007
915,0.986999989,0.935000002,0.518999994,0.535000026,0.474000007
918,0.99000001,0.940999985,0.518999994,0.535000026,0.474000007
921,0.99000001,0.944999993,0.518999994,0.535000026,0.474000007
924,0.986999989,0.948000014,0.518999994,0.535000026,0.474000007
927,0.986999989,0.950999975,0.518999994,0.535000026,0.474000007
930,0.986999989,0.953999996,0.518999994,0.535000026,0.474000007
933,0.99000001,0.958000004,0.518999994,0.535000026,0.474000007
936,0.986999989,0.961000025,0.518999994,0.537999988,0.474000007
939,0.986999989,0.963999987,0.518999994,0.537999988,0.476999998
942,0.986999989,0.967000008,0.518999994,0.537999988,0.476999998
945,0.99000001,0.970000029,0.518999994,0.537999988,0.474000007
948,0.99000001,0.973999977,0.518999994,0.537999988,0.476999998
951,0.99000001,0.976999998,0.518999994,0.541000009,0.476999998
954,0.986999989,0.976999998,0.518999994,0.537999988,0.474000007
957,0.986999989,0.98299998,0.522000015,0.537999988,0.474000007
960,0.99000001,0.98299998,0.518999994,0.541000009,0.476999998
963,0.99000001,0.986999989,0.522000015,0.537999988,0.474000007
966,0.986999989,0.99000001,0.518999994,0.537999988,0.476999998
969,0.986999989,0.992999971,0.522000015,0.541000009,0.476999998
972,0.99000001,0.992999971,0.522000015,0.537999988,0.476999998
975,0.99000001,0.995999992,0.522000015,0.537999988,0.476999998
978,0.986999989,1,0.522000015,0.537999988,0.476999998
980,0.99000001,1,0.522000015,0.537999988,0.476999998
982,0.99000001,1,0.522000015,0.537999988,0.476999998
984,0.986999989,1.003000021,0.522000015,0.537999988,0.476999998
986,0.99000001,1.003000021,0.522000015,0.537999988,0.476999998
988,0.99000001,1.006000042,0.522000015,0.537999988,0.476999998
990,0.99000001,1.006000042,0.522000015,0.541000009,0.476999998
992,0.99000001,1.008999944,0.522000015,0.541000009,0.476999998
994,0.986999989,1.008999944,0.522000015,0.541000009,0.476999998
996,0.986999989,1.011999965,0.522000015,0.537999988,0.476999998
998,0.99000001,1.008999944,0.522000015,0.541000009,0.476999998
1000,0.986999989,1.011999965,0.522000015,0.541000009,0.474000007
1002,0.99000001,1.016000032,0.522000015,0.545000017,0.476999998
1004,0.99000001,1.016000032,0.522000015,0.541000009,0.476999998
1006,0.986999989,1.019000053,0.522000015,0.541000009,0.476999998
1008,0.986999989,1.019000053,0.522000015,0.537999988,0.476999998
1010,0.99000001,1.019000053,0.522000015,0.537999988,0.476999998
1012,0.986999989,1.019000053,0.518999994,0.541000009,0.476999998
1014,0.986999989,1.021999955,0.522000015,0.541000009,0.476999998
1016,0.986999989,1.021999955,0.522000015,0.537999988,0.476999998
1018,0.99000001,1.021999955,0.522000015,0.541000009,0.476999998
1020,0.99000001,1.024999976,0.522000015,0.537999988,0.476999998
1022,0.99000001,1.024999976,0.522000015,0.537999988,0.476999998
1025,0.99000001,1.024999976,0.522000015,0.541000009,0.476999998
